Coletânea,Latitude,Longitude,Cidade,Participantes,Compradores,PorcentagemCompradores,LivrosVendidos,Total
Simplesmente Amor,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,50.83
Simplesmente Amor,-23.81293441083361,-46.55079323325453,São Bernardo do Campo,2,2,1.0,5.0,222.77999999999997
Simplesmente Amor,-23.727924883403407,-46.44161157309538,Santo André,1,1,1.0,4.0,171.91
Simplesmente Amor,-23.65132990825982,-46.85151276181143,Embu das Artes,1,1,1.0,3.0,132.89
Simplesmente Amor,-23.649772734594887,-46.64805277523613,São Paulo,6,6,1.0,18.0,790.0999999999999
Simplesmente Amor,-23.569459162544,-46.18606701409369,Mogi das Cruzes,1,1,1.0,2.0,90.67
Simplesmente Amor,-23.507923235518877,-47.2292840292988,Mairinque,1,1,1.0,1.0,56.07
Simplesmente Amor,-23.194564968802872,-46.91300767512536,Jundiaí,1,1,1.0,2.0,90.65
Simplesmente Amor,-23.00668447435885,-46.81430380457922,Itatiba,1,1,1.0,1.0,50.87
Simplesmente Amor,-22.923153344908297,-43.45097574711059,Rio de Janeiro,2,2,1.0,2.0,121.96
Simplesmente Amor,-22.88369221162565,-47.04377412585483,Campinas,2,2,1.0,2.0,101.72
Simplesmente Amor,-22.42562880605576,-43.91296783132515,Barra do Piraí,1,1,1.0,1.0,61.010000000000005
Simplesmente Amor,-22.023992557300343,-42.2735331946593,Macuco,1,1,1.0,3.0,146.31
Simplesmente Amor,-21.91867727425055,-47.867163570336224,São Carlos,1,1,1.0,1.0,56.07
Simplesmente Amor,-21.745403092737654,-43.46472955075851,Juiz de Fora,1,1,1.0,1.0,57.11
Simplesmente Amor,-20.55359430325125,-45.51638902685296,Formiga,1,1,1.0,3.0,142.35
Simplesmente Amor,-20.303955023171984,-39.08952310984636,Vitória,1,1,1.0,5.0,218.91
Simplesmente Amor,-20.023576977368123,-44.06850018557616,Ibirité,1,1,1.0,1.0,57.129999999999995
Simplesmente Amor,-19.9026455188955,-43.959976375450296,Belo Horizonte,3,3,1.0,7.0,340.40999999999997
Simplesmente Amor,-19.887161525004213,-44.08400420892467,Contagem,2,2,1.0,2.0,114.25999999999999
Simplesmente Amor,-15.780989331973744,-47.79684222599881,Brasília,2,2,1.0,6.0,275.98
Simplesmente Amor,-15.592019680453502,-55.81861876460015,Cuiabá,1,1,1.0,1.0,57.11
Simplesmente Amor,-15.362550434278276,-52.442722806975326,Barra do Garças,1,1,1.0,1.0,120.21000000000001
Simplesmente Amor,-12.873462706422824,-38.51473369577287,Salvador,4,4,1.0,9.0,444.66
Simplesmente Amor,-10.220124521865616,-48.15209579471437,Palmas,2,2,1.0,5.0,431.74
Simplesmente Amor,-9.850541697810309,-48.29095634686874,Lajeado,1,1,1.0,3.0,158.39
Simplesmente Amor,-8.149762344002419,-35.28694772059332,Vitória de Santo Antão,1,1,1.0,2.0,116.72999999999999
Simplesmente Amor,-8.039333909339504,-34.9330874014771,Recife,1,1,1.0,3.0,146.87
Simplesmente Amor,-7.9867725592760115,-34.99581237081755,Camaragibe,1,1,1.0,2.0,105.21000000000001
Simplesmente Amor,-6.448643071673414,-35.42895350899543,Nova Cruz,1,1,1.0,2.0,129.35
Simplesmente Amor,-5.803168491981682,-35.22884262994936,Natal,1,1,1.0,2.0,110.65
Simplesmente Amor,-4.866314167372847,-43.29914978223807,Caxias,1,1,1.0,1.0,57.15
Simplesmente Amor,-4.618014215306638,-44.5813764281003,Pedreiras,1,1,1.0,1.0,57.11
Simplesmente Amor,-4.183822005059549,-38.49832696851416,Pacajus,1,1,1.0,1.0,57.05
Todas as Formas de Amor,-31.235989238612337,-54.01614430629847,Bagé,1,1,1.0,1.0,59.61
Todas as Formas de Amor,-25.41989089123897,-49.155605839657966,Pinhais,1,1,1.0,2.0,101.75
Todas as Formas de Amor,-24.70471985228217,-53.77792584349121,Toledo,1,1,1.0,6.0,270.01
Todas as Formas de Amor,-24.2792418799444,-47.01299429546972,Peruíbe,1,1,1.0,1.0,57.07
Todas as Formas de Amor,-24.09223450995626,-46.83451904131375,Itanhaém,1,1,1.0,2.0,98.28999999999999
Todas as Formas de Amor,-24.015588165911947,-46.52271559086033,Praia Grande,1,1,1.0,1.0,57.07
Todas as Formas de Amor,-23.69720956245986,-46.61142777751107,Diadema,1,1,1.0,3.0,135.89
Todas as Formas de Amor,-23.649772734594887,-46.64805277523613,São Paulo,10,10,1.0,31.0,1383.77
Todas as Formas de Amor,-23.62613895440561,-46.56606256772141,São Caetano do Sul,1,1,1.0,3.0,135.89
Todas as Formas de Amor,-23.40266548145858,-46.45486418029879,Guarulhos,1,1,1.0,1.0,51.81
Todas as Formas de Amor,-23.40089774069177,-51.96780084222947,Maringá,1,1,1.0,3.0,145.34
Todas as Formas de Amor,-23.31416490655508,-46.73575223978427,Franco da Rocha,1,1,1.0,1.0,51.81
Todas as Formas de Amor,-23.298847323772957,-45.99051791454982,Jacareí,1,1,1.0,2.0,98.28
Todas as Formas de Amor,-23.00668447435885,-46.81430380457922,Itatiba,1,1,1.0,1.0,57.07
Todas as Formas de Amor,-22.924992411927533,-42.16001875235804,Arraial do Cabo,1,1,1.0,1.0,61.96
Todas as Formas de Amor,-22.923153344908297,-43.45097574711059,Rio de Janeiro,3,3,1.0,5.0,271.78000000000003
Todas as Formas de Amor,-22.91498692745763,-43.055343519751965,Niterói,1,1,1.0,1.0,126.72
Todas as Formas de Amor,-22.86331024759332,-48.468265872334754,Botucatu,1,1,1.0,1.0,57.07
Todas as Formas de Amor,-22.72323669385784,-47.28911730195777,Americana,1,1,1.0,1.0,51.81
Todas as Formas de Amor,-22.583445306888347,-42.96401428964074,Guapimirim,1,1,1.0,1.0,61.97
Todas as Formas de Amor,-22.563631597382173,-51.52167571504764,Narandiba,1,1,1.0,3.0,139.25
Todas as Formas de Amor,-22.44053460726389,-44.485234616908805,Resende,1,1,1.0,1.0,59.61
Todas as Formas de Amor,-22.397886867706276,-43.15681136396083,Petrópolis,1,1,1.0,2.0,107.15
Todas as Formas de Amor,-22.373860035183437,-47.57988506425317,Rio Claro,1,1,1.0,1.0,57.07
Todas as Formas de Amor,-21.745403092737654,-43.46472955075851,Juiz de Fora,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-20.391000668267704,-43.610401365245785,Ouro Preto,1,1,1.0,5.0,230.01
Todas as Formas de Amor,-20.29067266894325,-40.4420517121883,Cariacica,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-19.9026455188955,-43.959976375450296,Belo Horizonte,1,1,1.0,1.0,59.629999999999995
Todas as Formas de Amor,-19.64212207929758,-43.97496041275937,Confins,1,1,1.0,2.0,103.19
Todas as Formas de Amor,-19.43896088550562,-42.60092888947815,Ipatinga,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-19.027515169125987,-48.33174890039868,Uberlândia,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-16.62019402446142,-43.92877534886892,Montes Claros,1,1,1.0,2.0,103.19
Todas as Formas de Amor,-15.780989331973744,-47.79684222599881,Brasília,1,1,1.0,2.0,101.77
Todas as Formas de Amor,-15.299224160305856,-40.0575241276704,Itapetinga,1,1,1.0,5.0,233.43
Todas as Formas de Amor,-15.096200845216725,-54.21993095473693,Primavera do Leste,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-12.873462706422824,-38.51473369577287,Salvador,4,4,1.0,6.0,327.94
Todas as Formas de Amor,-12.41758582552501,-41.88477410182151,Seabra,1,1,1.0,1.0,59.71
Todas as Formas de Amor,-11.301151072958396,-61.32467985927263,Cacoal,1,1,1.0,1.0,59.6
Todas as Formas de Amor,-10.994173586029795,-37.09490636235426,Aracaju,2,2,1.0,2.0,119.22999999999999
Todas as Formas de Amor,-10.220124521865616,-48.15209579471437,Palmas,2,2,1.0,2.0,119.28
Todas as Formas de Amor,-5.914324959699415,-35.230121111687296,Parnamirim,1,1,1.0,1.0,59.69
Todas as Formas de Amor,-5.803168491981682,-35.22884262994936,Natal,2,2,1.0,3.0,172.25
