Cidade,UF,Latitude,Longitude
Santa Juliana,MG,-19.380217671016034,-47.50911802836717
Santa Luzia,MG,-19.744808130453467,-43.83663705836289
Santa Margarida,MG,-20.42811247470852,-42.26615647506891
Santa Maria de Itabira,MG,-19.435259222781823,-43.04491767556212
Santa Maria do Salto,MG,-16.307303460778996,-40.11635801811291
Santa Maria do Suaçuí,MG,-18.258421942939783,-42.32437563184058
Santana da Vargem,MG,-21.270568904478242,-45.505355756325166
Santana de Cataguases,MG,-21.28210233653284,-42.55614338321603
Santana de Pirapama,MG,-18.915636151314807,-43.90111978094174
Santana do Deserto,MG,-21.94594718071089,-43.18280729614449
Santana do Garambéu,MG,-21.63691174765114,-44.06612305794221
Santana do Jacaré,MG,-20.883100534786387,-45.06207244564151
Santana do Manhuaçu,MG,-20.055925340513753,-41.89230585066384
Santana do Paraíso,MG,-19.385053680869486,-42.52048069377515
Santana do Riacho,MG,-19.188621427207845,-43.64469024382683
Santana dos Montes,MG,-20.796854328160123,-43.669814637037234
Santa Rita de Caldas,MG,-22.023666461745663,-46.27136892256988
Santa Rita de Jacutinga,MG,-22.10150295199177,-44.09184161013191
Santa Rita de Minas,MG,-19.875032297987488,-42.12326500159682
Santa Rita de Ibitipoca,MG,-21.577201434107113,-43.9302029840515
Santa Rita do Itueto,MG,-19.412767594710527,-41.3886825380513
Santa Rita do Sapucaí,MG,-22.237028011878408,-45.6827538422584
Santa Rosa da Serra,MG,-19.562022630379094,-45.999759434424305
Santa Vitória,MG,-18.98925130382813,-50.27517550635368
Santo Antônio do Amparo,MG,-20.916188445438177,-44.94277904684001
Santo Antônio do Aventureiro,MG,-21.751416345626463,-42.8115196737134
Santo Antônio do Grama,MG,-20.32216918964994,-42.603925209912816
Santo Antônio do Itambé,MG,-18.478391779278603,-43.2667490804288
Santo Antônio do Jacinto,MG,-16.50361769724158,-40.27747567176014
Santo Antônio do Monte,MG,-20.082947151719683,-45.29226953069712
Santo Antônio do Retiro,MG,-15.28808502757374,-42.661010068529755
Santo Antônio do Rio Abaixo,MG,-19.24139696012848,-43.24904893666483
Santo Hipólito,MG,-18.390133082134813,-44.17242199271515
Santos Dumont,MG,-21.45769619031315,-43.52570684602269
São Bento Abade,MG,-21.570044737713392,-45.0723286040142
São Brás do Suaçuí,MG,-20.62748768687059,-43.9724028446926
São Domingos das Dores,MG,-19.524601510324022,-42.030862979511085
São Domingos do Prata,MG,-19.902988603047046,-42.903227636038295
São Félix de Minas,MG,-18.568615526556272,-41.44855758860522
São Francisco,MG,-15.896335045861145,-44.861340293195866
São Francisco de Paula,MG,-20.716516457062816,-44.99539980693745
São Francisco de Sales,MG,-19.79669818692656,-49.859409496200485
São Francisco do Glória,MG,-20.791905663606435,-42.28227625560071
São Geraldo,MG,-20.910594150943083,-42.82910910837854
São Geraldo da Piedade,MG,-18.89631239902842,-42.31036150739706
São Geraldo do Baixio,MG,-18.916785751704378,-41.36685860923537
São Gonçalo do Abaeté,MG,-18.17652207602273,-45.545838902307445
São Gonçalo do Pará,MG,-19.983845830547125,-44.82844091172788
São Gonçalo do Rio Abaixo,MG,-19.81711975560785,-43.32137169913447
São Gonçalo do Sapucaí,MG,-21.910980268244252,-45.594350338349294
São Gotardo,MG,-19.359849848230347,-45.99946560290997
São João Batista do Glória,MG,-20.57711448224464,-46.43863033457651
São João da Lagoa,MG,-16.859708942676907,-44.334723244255336
São João da Mata,MG,-21.942579496835403,-45.92319398001889
São João da Ponte,MG,-15.908388927403436,-43.89526389948829
São João das Missões,MG,-14.89187508132442,-44.2277211715605
São João del Rei,MG,-21.263073021511786,-44.2744321709646
São João do Manhuaçu,MG,-20.36997197905868,-42.153481702946195
São João do Manteninha,MG,-18.75261373244876,-41.164359367071526
São João do Oriente,MG,-19.35394528935319,-42.170339142101575
São João do Pacuí,MG,-16.555302240101668,-44.52436252711607
São João do Paraíso,MG,-15.342683439375138,-41.97692608371506
São João Evangelista,MG,-18.513561033337762,-42.775588265659934
São João Nepomuceno,MG,-21.583000024588095,-43.00323993292076
São Joaquim de Bicas,MG,-20.070843455149014,-44.24900137344994
São José da Barra,MG,-20.747384773660997,-46.24374117680975
São José da Lapa,MG,-19.69688839511061,-43.99039969334581
São José da Safira,MG,-18.317488445465855,-42.12335885435779
São José da Varginha,MG,-19.69605726231775,-44.56150641582335
São José do Alegre,MG,-22.330376618320905,-45.51779403142381
São José do Divino,MG,-18.398236294526033,-41.375975684768264
São José do Goiabal,MG,-19.931210823278274,-42.69331024342354
São José do Jacuri,MG,-18.242842084885044,-42.66826849354927
São José do Mantimento,MG,-20.02012296629076,-41.77004256534378
São Lourenço,MG,-22.11714542688149,-45.03428571658538
São Miguel do Anta,MG,-20.726807720236554,-42.71083788132385
São Pedro da União,MG,-21.12681610014945,-46.64194285996279
São Pedro dos Ferros,MG,-20.054124235122448,-42.569849975761386
São Pedro do Suaçuí,MG,-18.347862893902544,-42.5926151379198
São Romão,MG,-16.389374743242744,-45.406269443149895
São Roque de Minas,MG,-20.186957106208546,-46.51358647811311
São Sebastião da Bela Vista,MG,-22.16126006621737,-45.77594623128624
São Sebastião da Vargem Alegre,MG,-21.024247319418787,-42.5992321420069
São Sebastião do Anta,MG,-19.507228565802492,-41.95731904668372
São Sebastião do Maranhão,MG,-18.059697300816143,-42.54117490878661
São Sebastião do Oeste,MG,-20.25155512748005,-45.04423491440077
São Sebastião do Paraíso,MG,-20.922372538879625,-47.006416836836124
São Sebastião do Rio Preto,MG,-19.30049818487327,-43.21947788462565
São Sebastião do Rio Verde,MG,-22.219427542161416,-45.02482602988703
São Tiago,MG,-20.93847919112675,-44.56035205657426
São Tomás de Aquino,MG,-20.786146337044723,-47.12722059504908
São Tomé das Letras,MG,-21.733307314799358,-44.96379626045143
São Vicente de Minas,MG,-21.667014572438376,-44.47431251281659
Sapucaí-Mirim,MG,-22.78628604033388,-45.84855508342161
Sardoá,MG,-18.775476301733093,-42.407048231265065
Sarzedo,MG,-20.05914084616327,-44.12104463741086
Setubinha,MG,-17.622457490230303,-42.15682995283288
Sem-Peixe,MG,-20.080040626880876,-42.82511941271063
Senador Amaral,MG,-22.55765614658293,-46.21712946925482
Senador Cortes,MG,-21.770428179769343,-42.90918645500281
Senador Firmino,MG,-20.90425795761982,-43.10448887820039
Senador José Bento,MG,-22.156755385079094,-46.1410766736191
Senador Modestino Gonçalves,MG,-17.855143019552685,-43.240957466952814
Senhora de Oliveira,MG,-20.800989511268597,-43.349448326151375
Senhora do Porto,MG,-18.91317975217394,-43.08052838807333
Senhora dos Remédios,MG,-21.031225819790976,-43.60022654349439
Sericita,MG,-20.492305156885703,-42.45872578671684
Seritinga,MG,-21.91651508711683,-44.45959791266035
Serra Azul de Minas,MG,-18.39063364199556,-43.207285767321004
Serra da Saudade,MG,-19.385525503971916,-45.77724494474878
Serra dos Aimorés,MG,-17.784059487108063,-40.26444094930226
Serra do Salitre,MG,-19.15905923259317,-46.65449959600598
Serrania,MG,-21.554006511632252,-46.09280491572509
Serranópolis de Minas,MG,-15.856775706824802,-42.86093057176884
Serranos,MG,-21.830976324010596,-44.53689553499566
Serro,MG,-18.536307235568938,-43.401792601767305
Sete Lagoas,MG,-19.437208646854646,-44.25345512760478
Silveirânia,MG,-21.143353654861617,-43.20304114775568
Silvianópolis,MG,-22.036879458970617,-45.80558009846972
Simão Pereira,MG,-21.96422105743966,-43.29298458634429
Simonésia,MG,-19.998893360825146,-41.987235750660126
Sobrália,MG,-19.218207617295363,-42.14586168404668
Soledade de Minas,MG,-22.026943730975837,-45.02761026879542
Tabuleiro,MG,-21.363341590426753,-43.25617580054782
Taiobeiras,MG,-15.824442641958886,-42.05610169058851
Taparuba,MG,-19.73860009020511,-41.61155706145015
Tapira,MG,-19.915802289064416,-46.868299009996186
Tapiraí,MG,-19.8761826009508,-46.160691744177974
Taquaraçu de Minas,MG,-19.63398475661319,-43.68561605594623
Tarumirim,MG,-19.30143861560347,-41.90192383855311
Teixeiras,MG,-20.632116806442458,-42.86246428111132
Teófilo Otoni,MG,-17.714382016004247,-41.38363830395767
Timóteo,MG,-19.558001203407006,-42.602626512144106
Tiradentes,MG,-21.116416696392054,-44.15462278659328
Tiros,MG,-18.859756635011724,-45.82401291435041
Tocantins,MG,-21.17746361908034,-43.02648407681592
Tocos do Moji,MG,-22.358687561218222,-46.14649577961496
Toledo,MG,-22.70570592246735,-46.38321914909146
Tombos,MG,-20.881887472021834,-42.06416644956487
Três Corações,MG,-21.686352198888418,-45.20489493990494
Três Marias,MG,-18.29763235521852,-45.06913984209212
Três Pontas,MG,-21.393521734540105,-45.49815954049243
Tumiritinga,MG,-19.014969342059107,-41.70551959794912
Tupaciguara,MG,-18.534889378887396,-48.755338211792676
Turmalina,MG,-17.244392362596443,-42.839963814514114
Turvolândia,MG,-21.884955736821382,-45.79967860237594
Ubá,MG,-21.105285311455273,-42.96529063353708
Ubaí,MG,-16.36397890123044,-44.84765567816984
Ubaporanga,MG,-19.660513686259684,-42.06994253545566
Uberaba,MG,-19.58047625198763,-47.97721950445308
Uberlândia,MG,-19.027515169125987,-48.33174890039868
Umburatiba,MG,-17.272363679174283,-40.66690665369814
Unaí,MG,-16.375209146601268,-46.8195245705378
União de Minas,MG,-19.40835566011643,-50.34295533410192
Uruana de Minas,MG,-16.09251178199933,-46.31962457555181
Urucânia,MG,-20.325305008383538,-42.729790231580694
Urucuia,MG,-16.028502286497993,-45.572891447297955
Vargem Alegre,MG,-19.60367207334183,-42.32129493708789
Vargem Bonita,MG,-20.431244015620894,-46.33615590646834
Vargem Grande do Rio Pardo,MG,-15.340622450409104,-42.29893316997222
Varginha,MG,-21.55746331381892,-45.40910886395768
Varjão de Minas,MG,-18.46654027202957,-45.93517812626168
Várzea da Palma,MG,-17.495503876639432,-44.72725046882566
Varzelândia,MG,-15.641432805061529,-43.93443122935516
Vazante,MG,-17.86890652236624,-46.86751530106798
Verdelândia,MG,-15.54012321493359,-43.62828567616651
Veredinha,MG,-17.487625416210797,-42.72526158757542
Veríssimo,MG,-19.602395394246603,-48.34091158317255
Vermelho Novo,MG,-20.033978235342133,-42.254298942553845
Vespasiano,MG,-19.730934522691268,-43.94484332684126
Viçosa,MG,-20.740404656271625,-42.885512030445845
Vieiras,MG,-20.91262695087651,-42.28197832791295
Mathias Lobato,MG,-18.611126699038753,-41.92718558364601
Virgem da Lapa,MG,-16.715378793228815,-42.33964245899973
Virgínia,MG,-22.341911105191222,-45.108509696253115
Virginópolis,MG,-18.791835304579486,-42.67029739377583
Virgolândia,MG,-18.45164829969634,-42.317546802014924
Visconde do Rio Branco,MG,-21.01156014943398,-42.839968767890106
Volta Grande,MG,-21.758008629536327,-42.55735645267411
Wenceslau Braz,MG,-22.554670213833777,-45.40136427343755
Afonso Cláudio,ES,-20.0893400729691,-41.12651484790311
Águia Branca,ES,-18.97029591204442,-40.74952384045333
Água Doce do Norte,ES,-18.516578800316477,-40.996773874687584
Alegre,ES,-20.719412542945197,-41.51492903465693
Alfredo Chaves,ES,-20.56386118452378,-40.82705820913336
Alto Rio Novo,ES,-19.02209171722976,-40.987201903051115
Anchieta,ES,-20.718640862415885,-40.68627423326421
Apiacá,ES,-21.072100934333356,-41.554139027542796
Aracruz,ES,-19.765508710269224,-40.17612058295316
Atílio Vivácqua,ES,-20.962187750769427,-41.18399422765781
Baixo Guandu,ES,-19.57221473374543,-40.983727469335356
Barra de São Francisco,ES,-18.66597998987942,-40.83115473946498
Boa Esperança,ES,-18.484725884682014,-40.329147975437365
Bom Jesus do Norte,ES,-21.08445366021278,-41.633835392178035
Brejetuba,ES,-20.125310040526816,-41.29693500142381
Cachoeiro de Itapemirim,ES,-20.76605436147026,-41.191010333704504
Cariacica,ES,-20.290672668943255,-40.4420517121883
Castelo,ES,-20.551696798389656,-41.20396078831669
Colatina,ES,-19.48808774032742,-40.6568202132704
Conceição da Barra,ES,-18.44501193051329,-39.8333723295033
Conceição do Castelo,ES,-20.37080736414109,-41.26590665274961
Divino de São Lourenço,ES,-20.586780424862724,-41.72446603809691
Domingos Martins,ES,-20.30773583676981,-40.848965458225166
Dores do Rio Preto,ES,-20.634953005344318,-41.81210584501961
Ecoporanga,ES,-18.265451202778724,-40.80768845201574
Fundão,ES,-19.968285205498944,-40.35681436558834
Governador Lindenberg,ES,-19.205344778981633,-40.50000929751767
Guaçuí,ES,-20.763375816169173,-41.70522916430991
Guarapari,ES,-20.58506763953794,-40.54613184231774
Ibatiba,ES,-20.25072346648219,-41.55016705327788
Ibiraçu,ES,-19.834787075084144,-40.41786984381564
Ibitirama,ES,-20.48591754393661,-41.692635344726504
Iconha,ES,-20.75492139407283,-40.85747059920514
Irupi,ES,-20.331141842200235,-41.63680487771788
Itaguaçu,ES,-19.72851138901173,-40.86462081305011
Itapemirim,ES,-20.965731310023816,-40.944664054310564
Itarana,ES,-19.949948380539926,-40.88892733289674
Iúna,ES,-20.348441595626152,-41.65651467605562
Jaguaré,ES,-18.949581500972418,-40.004151091273485
Jerônimo Monteiro,ES,-20.80458445554001,-41.3922132401743
João Neiva,ES,-19.715358792050537,-40.436883820194765
Laranja da Terra,ES,-19.87255453802197,-41.057730678706946
Linhares,ES,-19.382483097960797,-40.02933460349829
Mantenópolis,ES,-18.876410614515436,-41.071737699801346
Marataízes,ES,-21.100037155038777,-40.8936070687275
Marechal Floriano,ES,-20.43125766417544,-40.7739004024018
Marilândia,ES,-19.42971362928134,-40.52069404691206
Mimoso do Sul,ES,-21.088538000343807,-41.376799306983976
Montanha,ES,-18.138794808456435,-40.27515874009378
Mucurici,ES,-18.014774090812896,-40.51253157154033
Muniz Freire,ES,-20.426691747215383,-41.43495067571429
Muqui,ES,-20.9382803856413,-41.34392352089319
Nova Venécia,ES,-18.698253390754775,-40.52239544819246
Pancas,ES,-19.146735308387846,-40.817788313895115
Pedro Canário,ES,-18.182391425114172,-40.03711874955174
Pinheiros,ES,-18.36986706032448,-40.198212708633875
Piúma,ES,-20.83775998768873,-40.7724337217545
Ponto Belo,ES,-18.25075162119415,-40.514251507502685
Presidente Kennedy,ES,-21.1406960239606,-41.07208129075823
Rio Bananal,ES,-19.23043758523212,-40.30821929710274
Rio Novo do Sul,ES,-20.818063238423793,-40.918727307053395
Santa Leopoldina,ES,-20.123104322208473,-40.53925159572327
Santa Maria de Jetibá,ES,-20.085064249482482,-40.80636611970006
Santa Teresa,ES,-19.87917150905894,-40.63485291029242
São Domingos do Norte,ES,-19.122418731338733,-40.56666873179483
São Gabriel da Palha,ES,-18.95269188826114,-40.50845434895819
São José do Calçado,ES,-20.982775182651014,-41.655661590193
São Mateus,ES,-18.749413095649626,-40.02036552501586
São Roque do Canaã,ES,-19.71969392112287,-40.67948539743633
Serra,ES,-20.12808719736245,-40.301623306842
Sooretama,ES,-19.07259713674282,-40.146624209916084
Vargem Alta,ES,-20.64703391587542,-41.00492640544457
Venda Nova do Imigrante,ES,-20.370411975006142,-41.14022325001642
Viana,ES,-20.401031708083483,-40.51273977151261
Vila Pavão,ES,-18.614215287361187,-40.62715628249049
Vila Valério,ES,-18.96655840576431,-40.329497128558245
Vila Velha,ES,-20.434055842580552,-40.37824340318898
Vitória,ES,-20.303955023171984,-39.08952310984636
Angra dos Reis,RJ,-22.98643965537331,-44.352799779749155
Aperibé,RJ,-21.65228707993942,-42.134664865953724
Araruama,RJ,-22.755258091538366,-42.2928830499459
Areal,RJ,-22.235387144744823,-43.12153248100511
Armação dos Búzios,RJ,-22.776204383466407,-41.9495496905958
Arraial do Cabo,RJ,-22.924992411927533,-42.16001875235804
Barra do Piraí,RJ,-22.42562880605576,-43.91296783132515
Barra Mansa,RJ,-22.50570124432169,-44.18829241330677
Belford Roxo,RJ,-22.72872397822274,-43.37756486568355
Bom Jardim,RJ,-22.199724178204377,-42.37173241086688
Bom Jesus do Itabapoana,RJ,-21.12334416174674,-41.68325173897605
Cabo Frio,RJ,-22.711681992645794,-42.056987130192844
Cachoeiras de Macacu,RJ,-22.516054709449218,-42.72840300126854
Cambuci,RJ,-21.496862037317282,-41.91461889694661
Carapebus,RJ,-22.19593463857013,-41.65090440902223
Comendador Levy Gasparian,RJ,-22.043767573330822,-43.255741128728154
Campos dos Goytacazes,RJ,-21.747107068333857,-41.40409648128759
Cantagalo,RJ,-21.868297397714944,-42.333874739849655
Cardoso Moreira,RJ,-21.525419471996152,-41.50029770041834
Carmo,RJ,-21.895395715022445,-42.566399331232645
Casimiro de Abreu,RJ,-22.481838375860242,-42.14425287819798
Conceição de Macabu,RJ,-22.13658768982009,-41.84657498382433
Cordeiro,RJ,-22.058792789802922,-42.34222394418016
Duas Barras,RJ,-22.055572363205023,-42.49804451836429
Duque de Caxias,RJ,-22.632429352002376,-43.29961082078134
Engenheiro Paulo de Frontin,RJ,-22.50827624396652,-43.63609737062396
Guapimirim,RJ,-22.583445306888347,-42.964014289640744
Iguaba Grande,RJ,-22.827476966350677,-42.21801106187411
Itaboraí,RJ,-22.749982355162274,-42.85435983026637
Itaguaí,RJ,-22.834629690346908,-43.81231531500218
Italva,RJ,-21.423884230523324,-41.65382829258464
Itaocara,RJ,-21.72686072109142,-42.08222506784529
Itaperuna,RJ,-21.225036647089535,-41.89406628294078
Itatiaia,RJ,-22.44162817497814,-44.587843167988176
Japeri,RJ,-22.66191909678525,-43.60575576911512
Laje do Muriaé,RJ,-21.250082757010695,-42.13511642127282
Macaé,RJ,-22.29576091663518,-41.97664334932871
Macuco,RJ,-22.023992557300346,-42.2735331946593
Magé,RJ,-22.612588412975512,-43.11301651360803
Mangaratiba,RJ,-22.95408365103751,-44.038045901288
Maricá,RJ,-22.915311736386744,-42.8169709581896
Mendes,RJ,-22.52151605705529,-43.739759324749215
Mesquita,RJ,-22.799310350422967,-43.452313373934935
Miguel Pereira,RJ,-22.506472020937384,-43.469226315416414
Miracema,RJ,-21.395567932005957,-42.15219884175287
Natividade,RJ,-21.04162547684063,-41.93125855789589
Nilópolis,RJ,-22.821065275217116,-43.4289499265678
Niterói,RJ,-22.91498692745763,-43.055343519751965
Nova Friburgo,RJ,-22.319076551245743,-42.50105202229102
Nova Iguaçu,RJ,-22.68668058662491,-43.501817630712466
Paracambi,RJ,-22.617882393792478,-43.72150722001426
Paraíba do Sul,RJ,-22.181895926364426,-43.3043467166792
Paraty,RJ,-23.148139669093087,-44.70623366157322
Paty do Alferes,RJ,-22.367003721393612,-43.40397209937504
Petrópolis,RJ,-22.397886867706273,-43.15681136396083
Pinheiral,RJ,-22.54332013716126,-43.997545459724485
Piraí,RJ,-22.633542048911337,-43.90171703750094
Porciúncula,RJ,-20.906511419845938,-41.969543502923685
Porto Real,RJ,-22.441110913027543,-44.32603878549919
Quatis,RJ,-22.355116973588615,-44.237095255053504
Queimados,RJ,-22.725410150168184,-43.58492044368934
Quissamã,RJ,-22.104774264123172,-41.444406906275134
Resende,RJ,-22.440534607263892,-44.485234616908805
Rio Bonito,RJ,-22.73498479626198,-42.588074090775905
Rio Claro,RJ,-22.780435419778136,-44.078366976010734
Rio das Flores,RJ,-22.15986638717506,-43.53866060857162
Rio das Ostras,RJ,-22.454225447315377,-41.94647784390925
Rio de Janeiro,RJ,-22.923153344908297,-43.45097574711059
Santa Maria Madalena,RJ,-21.969598387893402,-41.91347877521499
Santo Antônio de Pádua,RJ,-21.55557215273797,-42.19285780419032
São Francisco de Itabapoana,RJ,-21.417471000271494,-41.135167476438866
São Fidélis,RJ,-21.659813472375767,-41.78695357206127
São Gonçalo,RJ,-22.825602111299162,-42.99700818434585
São João da Barra,RJ,-21.782132305562975,-41.08080386769942
São João de Meriti,RJ,-22.785146563392615,-43.365303720562814
São José de Ubá,RJ,-21.370799124094674,-41.94925576923125
São José do Vale do Rio Preto,RJ,-22.1697119604775,-42.93251670129296
São Pedro da Aldeia,RJ,-22.788329285181224,-42.12606947084542
São Sebastião do Alto,RJ,-21.883300705767084,-42.10221186475857
Sapucaia,RJ,-22.024086050950693,-42.82280033153134
Saquarema,RJ,-22.878133701855635,-42.51883895849169
Seropédica,RJ,-22.75550705506331,-43.69856806072569
Silva Jardim,RJ,-22.567514284745645,-42.41335182843168
Sumidouro,RJ,-22.107025512152713,-42.66418943959938
Tanguá,RJ,-22.782170928674,-42.725453090798055
Teresópolis,RJ,-22.314009532908553,-42.87335423277256
Trajano de Moraes,RJ,-22.129708420473644,-42.15495141280145
Três Rios,RJ,-22.12471807744226,-43.11215030888862
Valença,RJ,-22.234172041990057,-43.85752174528344
Varre-Sai,RJ,-20.892908792926654,-41.82970248825149
Vassouras,RJ,-22.358507845405494,-43.56969612459135
Volta Redonda,RJ,-22.49089615950086,-44.088931404543025
Adamantina,SP,-21.576596434017958,-51.05678650519886
Adolfo,SP,-21.28866873185344,-49.653283207855175
Aguaí,SP,-22.04994010788737,-47.04032708701111
Águas da Prata,SP,-21.913683456313848,-46.6916842951222
Águas de Lindóia,SP,-22.47481946271819,-46.603671366357545
Águas de Santa Bárbara,SP,-22.857908024845067,-49.26104056757282
Águas de São Pedro,SP,-22.598649403022755,-47.876089803750446
Agudos,SP,-22.57180511279705,-49.10867306721204
Alambari,SP,-23.548918959238005,-47.86905321321318
Alfredo Marcondes,SP,-21.934961865276286,-51.395651021561626
Altair,SP,-20.5333143166022,-49.0938681109944
Altinópolis,SP,-21.017957946808956,-47.38621284794363
Alto Alegre,SP,-21.612521792194443,-50.192117261534186
Alumínio,SP,-23.53298876324222,-47.2812483299542
Álvares Florence,SP,-20.289517052485564,-49.92025890284621
Álvares Machado,SP,-22.13143545570282,-51.514897391789
Álvaro de Carvalho,SP,-22.08651854176741,-49.73399071804741
Alvinlândia,SP,-22.45254158027479,-49.75852611591648
Americana,SP,-22.723236693857842,-47.28911730195777
Américo Brasiliense,SP,-21.722324357012546,-48.03237325437929
Américo de Campos,SP,-20.289368257107483,-49.768013369893985
Amparo,SP,-22.699072272489744,-46.79873542679434
Analândia,SP,-22.12106570181147,-47.67795465623795
Andradina,SP,-20.83549516844376,-51.32968807904853
Angatuba,SP,-23.436766913192045,-48.45935196090973
Anhembi,SP,-22.799962798478315,-48.17472029270033
Anhumas,SP,-22.361970287619496,-51.427768763475505
Aparecida,SP,-22.914179768863,-45.237218532269935
Aparecida d'Oeste,SP,-20.478788857154726,-50.921978083454604
Apiaí,SP,-24.421414839776475,-48.81736856979018
Araçariguama,SP,-23.43441645640499,-47.072377824127855
Araçatuba,SP,-21.113642938774902,-50.57457267275649
Araçoiaba da Serra,SP,-23.543844419202177,-47.65152812475654
Aramina,SP,-20.145028585702956,-47.820643270506324
Arandu,SP,-23.17767112898107,-49.064030068105914
Arapeí,SP,-22.672886146262034,-44.438578633249016
Araraquara,SP,-21.79157112130653,-48.181339240333806
Araras,SP,-22.346119014839548,-47.32385624054448
Arco-Íris,SP,-21.76632658873236,-50.43094040330985
Arealva,SP,-22.076256224977516,-48.981884572589486
Areias,SP,-22.673064903293156,-44.71235505252388
Areiópolis,SP,-22.63180210700296,-48.652845909330885
Ariranha,SP,-21.185657229094108,-48.779214740407134
Artur Nogueira,SP,-22.56118717544426,-47.13215112629075
Arujá,SP,-23.386010087267536,-46.319051892846694
Aspásia,SP,-20.183552736702286,-50.728028433138505
Assis,SP,-22.601696502485346,-50.4207518860882
Atibaia,SP,-23.123212673010997,-46.58677921253795
Auriflama,SP,-20.644092526679152,-50.57996381464924
Avaí,SP,-22.18712949274543,-49.31619460278817
Avanhandava,SP,-21.460490006935945,-49.94733971998162
Avaré,SP,-23.07502675932773,-48.89402820074732
Bady Bassitt,SP,-20.931530142934413,-49.437621395225406
Balbinos,SP,-21.892404708222895,-49.33308028804423
Bálsamo,SP,-20.709551847294406,-49.55179968019196
Bananal,SP,-22.733780736671594,-44.334497201941794
Barão de Antonina,SP,-23.58288359698443,-49.57196339322714
Barbosa,SP,-21.290649367360793,-49.92217113178171
Bariri,SP,-22.06677535813506,-48.71883552871176
Barra Bonita,SP,-22.479468885866687,-48.54175197547892
Barra do Chapéu,SP,-24.443744972260987,-49.08528956015275
Barra do Turvo,SP,-24.88862439637055,-48.42697862941734
Barretos,SP,-20.514072349202294,-48.651939390157416
Barrinha,SP,-21.23253529429593,-48.09506218515004
Barueri,SP,-23.505276119585755,-46.87724944098971
Bastos,SP,-21.950207489723656,-50.743994427506976
Batatais,SP,-20.867747053370426,-47.57477378593403
Bauru,SP,-22.253921120380333,-49.126146879460954
Bebedouro,SP,-20.940395705335607,-48.51074453822961
Bento de Abreu,SP,-21.33171304533795,-50.86194141810901
Bernardino de Campos,SP,-23.030728277457676,-49.49189811817796
Bertioga,SP,-23.75973691007183,-46.02998601334051
Bilac,SP,-21.427768957933598,-50.47926629978241
Birigui,SP,-21.26150701328678,-50.350951793568505
Biritiba Mirim,SP,-23.624132075348573,-46.02132466005877
Boa Esperança do Sul,SP,-21.934986723997763,-48.4635936901035
Bocaina,SP,-22.10540704436108,-48.529052882276105
Bofete,SP,-23.128882642727103,-48.28584194068377
Boituva,SP,-23.287564453869855,-47.67496361388687
Bom Jesus dos Perdões,SP,-23.172507744986568,-46.478975752001254
Bom Sucesso de Itararé,SP,-24.315923757860737,-49.16457268573982
Borá,SP,-22.24419934738439,-50.5021236029914
Boracéia,SP,-22.170137173973266,-48.788332812577345
Borborema,SP,-21.610732983892714,-49.07198927866702
Borebi,SP,-22.680602344130815,-48.992311347186224
Botucatu,SP,-22.863310247593322,-48.468265872334754
Bragança Paulista,SP,-22.93832004855557,-46.55594884151272
Braúna,SP,-21.553088256079636,-50.3393880169045
Brejo Alegre,SP,-21.176539639733882,-50.209780052204465
Brodowski,SP,-21.049507826520692,-47.627777279699615
Brotas,SP,-22.273211676837704,-48.08123005830501
Buri,SP,-23.751929736791002,-48.575322635915896
Buritama,SP,-21.04910004664974,-50.20022059971172
Buritizal,SP,-20.209304025973587,-47.69293301539132
Cabrália Paulista,SP,-22.489433309839033,-49.37298059564255
Cabreúva,SP,-23.30129078784947,-47.080205158175055
Caçapava,SP,-23.103687200401364,-45.713317407822856
Cachoeira Paulista,SP,-22.7023296231809,-44.99168895496359
Caconde,SP,-21.539479495031934,-46.61704018294371
Cafelândia,SP,-21.731044892352188,-49.548614346661196
Caiabu,SP,-21.949721476161027,-51.22388336363382
Caieiras,SP,-23.375927379433506,-46.7452298510071
Caiuá,SP,-21.801293857274402,-51.98658429575358
Cajamar,SP,-23.351418586296496,-46.87203638925197
Cajati,SP,-24.771997806403135,-48.19501728926903
Cajobi,SP,-20.873669151045384,-48.838768143669135
Cajuru,SP,-21.275881900236744,-47.31030369973363
Campina do Monte Alegre,SP,-23.606795683484957,-48.44204378739187
Campinas,SP,-22.88369221162565,-47.04377412585483
Campo Limpo Paulista,SP,-23.217911657640865,-46.760056950745025
Campos do Jordão,SP,-22.701604563180855,-45.533052883367546
Campos Novos Paulista,SP,-22.610825894967572,-50.01028420535326
Cananéia,SP,-25.018271345881722,-48.00850343813115
Canas,SP,-22.730060576425647,-45.04135943246987
Cândido Mota,SP,-22.808630683474533,-50.42165833567402
Cândido Rodrigues,SP,-21.34282714584701,-48.62862333266962
Canitar,SP,-23.018719689220053,-49.791871778783225
Capão Bonito,SP,-24.03909136384282,-48.289872190091046
Capela do Alto,SP,-23.46736956289073,-47.730985161442895
Capivari,SP,-22.980685094510253,-47.47801655459039
Caraguatatuba,SP,-23.63961849705816,-45.48806960102275
Carapicuíba,SP,-23.550036677833724,-46.841928278606545
Cardoso,SP,-20.067142146641284,-49.94760238155677
Casa Branca,SP,-21.800439041569742,-47.08812934270855
Cássia dos Coqueiros,SP,-21.263264968907823,-47.144086728347105
Castilho,SP,-20.897423177623654,-51.570218398722716
Catanduva,SP,-21.133726373919504,-48.9636698453845
Catiguá,SP,-21.062835522235133,-49.05279985530571
