Cidade,UF,Latitude,Longitude
Alagoinha,PE,-8.491927873350534,-36.75551482959841
Aliança,PE,-7.6025671664211805,-35.19303814195705
Altinho,PE,-8.490492758542274,-36.098968879246236
Amaraji,PE,-8.365014597100378,-35.46546040889721
Angelim,PE,-8.891498144790015,-36.2767696702289
Araçoiaba,PE,-7.79323046113953,-35.07612516407275
Araripina,PE,-7.607873328041265,-40.4848022986177
Arcoverde,PE,-8.38387971045416,-37.00554509261821
Barra de Guabiraba,PE,-8.418173744425285,-35.63380355198133
Barreiros,PE,-8.820183421476546,-35.25859768470234
Belém de Maria,PE,-8.605064111729885,-35.81559573214423
Belém do São Francisco,PE,-8.583524921350463,-38.981939511927465
Belo Jardim,PE,-8.258913168947588,-36.40511624369836
Betânia,PE,-8.26525781306227,-37.98764403594384
Bezerros,PE,-8.21801385528119,-35.782147928581644
Bodocó,PE,-7.656268077776852,-39.96514696984179
Bom Conselho,PE,-9.2026819791743,-36.68403893761619
Bom Jardim,PE,-7.786781673321748,-35.58851937624196
Bonito,PE,-8.494944925504555,-35.70854005439996
Brejão,PE,-9.026742804146377,-36.5298699684278
Brejinho,PE,-7.336665346227311,-37.32087230773458
Brejo da Madre de Deus,PE,-8.075623767088475,-36.28141273561746
Buenos Aires,PE,-7.737917936597172,-35.347238687814624
Buíque,PE,-8.649935614146383,-37.12267752078528
Cabo de Santo Agostinho,PE,-8.269213899305564,-35.08592310423672
Cabrobó,PE,-8.386440505298939,-39.3294281176921
Cachoeirinha,PE,-8.48491806855765,-36.290945526562396
Caetés,PE,-8.803944131691225,-36.659190369154935
Calçado,PE,-8.75056842628485,-36.32175631890959
Calumbi,PE,-8.003901424901484,-38.078687570697575
Camaragibe,PE,-7.9867725592760115,-34.99581237081755
Camocim de São Félix,PE,-8.34999564968612,-35.772065193983785
Camutanga,PE,-7.433910173510773,-35.299186491396284
Canhotinho,PE,-8.8932038440027,-36.17690732794468
Capoeiras,PE,-8.686649421822015,-36.59917378336633
Carnaíba,PE,-7.79620364009409,-37.727163267313706
Carnaubeira da Penha,PE,-8.409163693919286,-38.72153620204713
Carpina,PE,-7.819464850564261,-35.30591887899578
Caruaru,PE,-8.180481031982799,-36.016642941115
Casinhas,PE,-7.756377490614909,-35.721382260085875
Catende,PE,-8.675524603884478,-35.730937241459195
Cedro,PE,-7.743821048982789,-39.20373843149984
Chã de Alegria,PE,-7.999397832196234,-35.22220589129184
Chã Grande,PE,-8.229561295038954,-35.47399510065983
Condado,PE,-7.59630965690895,-35.09867649453133
Correntes,PE,-9.114702682225586,-36.33867834231405
Cortês,PE,-8.433054971654835,-35.53012098776559
Cumaru,PE,-8.03994591926993,-35.720769548758454
Cupira,PE,-8.583008360804529,-35.93137653693712
Custódia,PE,-8.17378301757786,-37.681541919925316
Dormentes,PE,-8.496129649822338,-40.620076659631934
Escada,PE,-8.369728552151523,-35.26457000862139
Exu,PE,-7.515990992313748,-39.748233187489014
Feira Nova,PE,-7.952891241051835,-35.38323989631954
Fernando de Noronha,PE,-3.854334754230754,-32.42408982397459
Ferreiros,PE,-7.478455149858917,-35.24458900365523
Flores,PE,-7.939901253577749,-37.894764312663696
Floresta,PE,-8.566812039979553,-38.31081500729323
Frei Miguelinho,PE,-7.935082092718954,-35.88499551333556
Gameleira,PE,-8.612464502588196,-35.39308630371499
Garanhuns,PE,-8.929068951870944,-36.50113813417871
Glória do Goitá,PE,-8.012680854150963,-35.338235313489996
Goiana,PE,-7.59686656503046,-34.942498718328736
Granito,PE,-7.788450757400221,-39.69433935000117
Gravatá,PE,-8.199379741671224,-35.56361486599341
Iati,PE,-9.143413448166779,-36.90104313828349
Ibimirim,PE,-8.585826480049649,-37.61066110250874
Ibirajuba,PE,-8.61339336465507,-36.20141964859033
Igarassu,PE,-7.817501196305164,-34.960322411209226
Iguaracy,PE,-7.845546665308986,-37.403130593450655
Inajá,PE,-8.80548405382647,-37.83742985925018
Ingazeira,PE,-7.713881891424063,-37.41613574165704
Ipojuca,PE,-8.43716228874445,-35.08893127085036
Ipubi,PE,-7.49782212377607,-40.21740484370951
Itacuruba,PE,-8.749261335673438,-38.72856298615973
Itaíba,PE,-8.984293258590288,-37.29582877890541
Ilha de Itamaracá,PE,-7.7595419673424075,-34.85441165268954
Itambé,PE,-7.449898403199726,-35.13426951271029
Itapetim,PE,-7.398684113882727,-37.14305826379468
Itapissuma,PE,-7.745146632837856,-34.90679800329274
Itaquitinga,PE,-7.686381588795345,-35.032562035603895
Jaboatão dos Guararapes,PE,-8.152152315986823,-35.003351100580694
Jaqueira,PE,-8.743307654594014,-35.807828135017274
Jataúba,PE,-8.055187006989648,-36.53385757136062
Jatobá,PE,-9.20774521575144,-38.21378853665156
João Alfredo,PE,-7.860984817420833,-35.592383963625394
Joaquim Nabuco,PE,-8.562428907163497,-35.545049689641445
Jucati,PE,-8.74404033966165,-36.45959203533571
Jupi,PE,-8.715351721692935,-36.394020628354056
Jurema,PE,-8.755423888819042,-36.14274726440856
Lagoa do Carro,PE,-7.852587347582383,-35.33672439181434
Lagoa de Itaenga,PE,-7.909240054815526,-35.29484441116255
Lagoa do Ouro,PE,-9.162183357124421,-36.465161204151784
Lagoa dos Gatos,PE,-8.682360624252913,-35.89558281693552
Lagoa Grande,PE,-8.77710852649856,-40.22304927303441
Lajedo,PE,-8.677946223422342,-36.28629618409552
Limoeiro,PE,-7.847728480414851,-35.44786986991717
Macaparana,PE,-7.527660909674476,-35.450211115796506
Machados,PE,-7.703375287778662,-35.50028750826606
Manari,PE,-8.892925084580263,-37.55422346983669
Maraial,PE,-8.834203282576993,-35.76171154298402
Mirandiba,PE,-8.157489603655167,-38.73607296186482
Moreno,PE,-8.14403700670895,-35.14629505796425
Nazaré da Mata,PE,-7.737192829597233,-35.23316783995038
Olinda,PE,-7.993099305139017,-34.86636506853861
Orobó,PE,-7.705928674817196,-35.59868664872887
Orocó,PE,-8.47207379390262,-39.591076471620816
Ouricuri,PE,-7.965932478300363,-40.16447676460837
Palmares,PE,-8.656469708761428,-35.63043362302246
Palmeirina,PE,-9.01141037326147,-36.27785281599151
Panelas,PE,-8.665091029694286,-36.04914150997596
Paranatama,PE,-8.893937617360056,-36.70711227749706
Parnamirim,PE,-8.159973580040166,-39.76999988248835
Passira,PE,-8.01245561831345,-35.54630139906938
Paudalho,PE,-7.9055773323575504,-35.15507315750846
Paulista,PE,-7.928152628940535,-34.88340949077312
Pedra,PE,-8.697003598559867,-36.8999061427123
Pesqueira,PE,-8.391852788607217,-36.7353011080807
Petrolândia,PE,-8.899282334680302,-38.30788517358173
Petrolina,PE,-9.019605104859716,-40.57237961153435
Poção,PE,-8.2247308780408,-36.71130182279158
Pombos,PE,-8.181684964237945,-35.38727960853654
Primavera,PE,-8.326930892981053,-35.39093071347742
Quipapá,PE,-8.83605903147517,-36.0286801295313
Quixaba,PE,-7.717604121412606,-37.84907187460044
Recife,PE,-8.039333909339504,-34.9330874014771
Riacho das Almas,PE,-8.081938009322931,-35.882894952481806
Ribeirão,PE,-8.504549561362351,-35.366463145406236
Rio Formoso,PE,-8.67506582858731,-35.218151097174044
Sairé,PE,-8.302731941464371,-35.684474644259815
Salgadinho,PE,-7.916144168495456,-35.5938186342483
Salgueiro,PE,-8.12911190790292,-39.089830062484054
Saloá,PE,-8.99159163851334,-36.73894580895457
Sanharó,PE,-8.364771534196619,-36.54948151092779
Santa Cruz,PE,-8.29116913943292,-40.302309506922086
Santa Cruz da Baixa Verde,PE,-7.849487289946631,-38.17571136458265
Santa Cruz do Capibaribe,PE,-7.889561404290888,-36.325297175943874
Santa Filomena,PE,-8.223619386953398,-40.57147045119211
Santa Maria da Boa Vista,PE,-8.629623050249622,-39.91431291409619
Santa Maria do Cambucá,PE,-7.824745621142384,-35.88289716023891
Santa Terezinha,PE,-7.430437320732269,-37.43651683778756
São Benedito do Sul,PE,-8.809261927835509,-35.906707608737996
São Bento do Una,PE,-8.535900399338205,-36.45063489099714
São Caitano,PE,-8.32881693646465,-36.14800121635306
São João,PE,-8.879877598983779,-36.37759126188786
São Joaquim do Monte,PE,-8.455012488016104,-35.84394781911099
São José da Coroa Grande,PE,-8.865497527912968,-35.18518918945062
São José do Belmonte,PE,-7.865717854566348,-38.74567199883039
São José do Egito,PE,-7.52648696904907,-37.27416999498494
São Lourenço da Mata,PE,-8.023091353069066,-35.10387287354438
São Vicente Férrer,PE,-7.605433732597317,-35.48983076113481
Serra Talhada,PE,-8.036006704223123,-38.36973513894778
Serrita,PE,-7.849979344626928,-39.38157039356403
Sertânia,PE,-8.210496373164064,-37.337081537672496
Sirinhaém,PE,-8.5718841774459,-35.17208572551668
Moreilândia,PE,-7.618123531732604,-39.522547739840384
Solidão,PE,-7.584848580388037,-37.65132918014196
Surubim,PE,-7.891846817072033,-35.75451591595364
Tabira,PE,-7.577624375819904,-37.51316115442977
Tacaimbó,PE,-8.347987194873268,-36.27015635102399
Tacaratu,PE,-8.956735638428185,-38.076493586411786
Tamandaré,PE,-8.745741953408679,-35.23002813369841
Taquaritinga do Norte,PE,-7.869427994541055,-36.13045678166699
Terezinha,PE,-9.077552571099828,-36.630841411237796
Terra Nova,PE,-8.15768175265791,-39.39745829468143
Timbaúba,PE,-7.5345429600317795,-35.3415394183183
Toritama,PE,-7.9990213004920285,-36.055725190452044
Tracunhaém,PE,-7.759835695299014,-35.161109450129516
Trindade,PE,-7.727784469531459,-40.295003752624694
Triunfo,PE,-7.849847305042804,-38.066627416290984
Tupanatinga,PE,-8.682998204173648,-37.28039969736122
Tuparetama,PE,-7.686337444210107,-37.263395985405836
Venturosa,PE,-8.61482848501378,-36.80521097318314
Verdejante,PE,-7.975846231736285,-38.98908730037145
Vertente do Lério,PE,-7.777647916321549,-35.81546859697954
Vertentes,PE,-7.8900486334710545,-35.982297068611054
Vicência,PE,-7.6595228191141524,-35.35722323766474
Vitória de Santo Antão,PE,-8.149762344002419,-35.28694772059332
Xexéu,PE,-8.83620210534519,-35.65330523377621
Água Branca,AL,-9.266530910828465,-37.898581285366184
Anadia,AL,-9.662963154690104,-36.31351746660953
Arapiraca,AL,-9.749274480005294,-36.64101120347438
Atalaia,AL,-9.504732559902632,-36.07248147044262
Barra de Santo Antônio,AL,-9.381971727139534,-35.5646423576922
Barra de São Miguel,AL,-9.812368564975014,-35.946779615960004
Batalha,AL,-9.706694043320608,-37.10090055169961
Belém,AL,-9.557425427039998,-36.49177633665711
Belo Monte,AL,-9.817197066046852,-37.18889160865245
Boca da Mata,AL,-9.66890330931731,-36.17823328200189
Branquinha,AL,-9.22301797696411,-36.0419364568759
Cacimbinhas,AL,-9.4468636524682,-36.921815395289215
Cajueiro,AL,-9.39329722532664,-36.1602149685888
Campestre,AL,-8.89354872514236,-35.54049044647825
Campo Alegre,AL,-9.814843205366135,-36.282929439707935
Campo Grande,AL,-9.967193846093528,-36.7463255636804
Canapi,AL,-9.12538485969846,-37.52844778349625
Capela,AL,-9.34589747331255,-36.09327999956833
Carneiros,AL,-9.461959220399866,-37.36577148219336
Chã Preta,AL,-9.242399336026555,-36.28178499825591
Coité do Nóia,AL,-9.629874128473142,-36.58223935130807
Colônia Leopoldina,AL,-8.941840568315918,-35.76003587243521
Coqueiro Seco,AL,-9.642260681486679,-35.80873977918783
Coruripe,AL,-10.082402030855478,-36.23060289818873
Craíbas,AL,-9.629523869635587,-36.78811449863496
Delmiro Gouveia,AL,-9.397567164375678,-38.047134780744074
Dois Riachos,AL,-9.38365614583554,-37.07019076387727
Estrela de Alagoas,AL,-9.393425460891844,-36.77027069388318
Feira Grande,AL,-9.889313680396324,-36.662889445389375
Feliz Deserto,AL,-10.283328387791997,-36.33591435889055
Flexeiras,AL,-9.245124117847674,-35.76389130953466
Girau do Ponciano,AL,-9.793288031806634,-36.85010879912714
Ibateguara,AL,-8.954195642892135,-35.89616550202492
Igaci,AL,-9.543365466664003,-36.681980311712316
Igreja Nova,AL,-10.139689617210214,-36.62003260014331
Inhapi,AL,-9.271773127509949,-37.69219768679049
Jacaré dos Homens,AL,-9.652146010101061,-37.22799766335119
Jacuípe,AL,-8.883649747298508,-35.44713641603276
Japaratinga,AL,-9.083368610768899,-35.29816875235758
Jaramataia,AL,-9.657893896312324,-36.99375924849941
Jequiá da Praia,AL,-9.921469575349162,-36.09726138410104
Joaquim Gomes,AL,-9.07937112271217,-35.77844449868298
Jundiá,AL,-8.962336866445288,-35.53669641172618
Junqueiro,AL,-9.856491975621626,-36.44071677077246
Lagoa da Canoa,AL,-9.79992047485404,-36.73597386442008
Limoeiro de Anadia,AL,-9.732380488096288,-36.46772977495206
Maceió,AL,-9.522370708514407,-35.7113879040832
Major Isidoro,AL,-9.542687858504529,-37.010632692724826
Maragogi,AL,-8.951738611258484,-35.26922237189683
Maravilha,AL,-9.244004484319168,-37.39901818118594
Marechal Deodoro,AL,-9.71528993651041,-35.90962415501611
Maribondo,AL,-9.55931949925177,-36.29558613126732
Mar Vermelho,AL,-9.47286743805034,-36.40314696772774
Mata Grande,AL,-9.052088069446857,-37.75661825157519
Matriz de Camaragibe,AL,-9.104489783029736,-35.581604152657036
Messias,AL,-9.343601766061736,-35.81235042324888
Minador do Negrão,AL,-9.336908912369248,-36.863537342140035
Monteirópolis,AL,-9.600609200558107,-37.29612637174779
Murici,AL,-9.290847832542081,-35.9239571090947
Novo Lino,AL,-8.963020222846707,-35.62905480743027
Olho d'Água das Flores,AL,-9.533023122216942,-37.257480082976635
Olho d'Água do Casado,AL,-9.435775754501215,-37.81308779057504
Olho d'Água Grande,AL,-10.056182253124797,-36.79343626029881
Olivença,AL,-9.48927304562873,-37.17756788271972
Ouro Branco,AL,-9.127791177294467,-37.36376532748425
Palestina,AL,-9.689338561747636,-37.30250906822508
Palmeira dos Índios,AL,-9.418232719104948,-36.60571289559845
Pão de Açúcar,AL,-9.670561321538614,-37.48554070663052
Pariconha,AL,-9.240498392951498,-38.04752107983288
Paripueira,AL,-9.435539586193638,-35.59368186525357
Passo de Camaragibe,AL,-9.256018059131392,-35.49993906302835
Paulo Jacinto,AL,-9.37761846874977,-36.4094112546418
Penedo,AL,-10.231296394361525,-36.48230559146546
Piaçabuçu,AL,-10.386930119339503,-36.40173346892038
Pilar,AL,-9.615312593392874,-36.00463224688347
Pindoba,AL,-9.475980355104806,-36.285644415266255
Piranhas,AL,-9.526080963511895,-37.725060681165274
Poço das Trincheiras,AL,-9.298752591959058,-37.320289274679084
Porto Calvo,AL,-9.025985448753248,-35.426840113982365
Porto de Pedras,AL,-9.143590691001425,-35.406767495551755
Porto Real do Colégio,AL,-10.119934968888474,-36.73624829511924
Quebrangulo,AL,-9.303260023780593,-36.46122563508832
Rio Largo,AL,-9.480031147330028,-35.864437372071166
Roteiro,AL,-9.868711666348982,-35.980446191080866
Santa Luzia do Norte,AL,-9.612072568736387,-35.82989886941583
Santana do Ipanema,AL,-9.358060309139184,-37.21051344456717
Santana do Mundaú,AL,-9.130967316512132,-36.19133445401169
São Brás,AL,-10.108601844849298,-36.861857328610036
São José da Laje,AL,-8.98748091788707,-36.03999867696735
São José da Tapera,AL,-9.533086451864882,-37.489865242466706
São Luís do Quitunde,AL,-9.249721541149324,-35.63418819327834
São Miguel dos Campos,AL,-9.772798425309048,-36.100781172816774
São Miguel dos Milagres,AL,-9.230754625844556,-35.40687216800172
São Sebastião,AL,-9.963352482390476,-36.55034948425724
Satuba,AL,-9.578138517816315,-35.84547162324085
Senador Rui Palmeira,AL,-9.390743177353967,-37.512902335084675
Tanque d'Arca,AL,-9.557704135660403,-36.42289787499438
Taquarana,AL,-9.624652506638526,-36.49530982044056
Teotônio Vilela,AL,-9.96469334658643,-36.37150006538013
Traipu,AL,-9.896543412351846,-36.969244572542955
União dos Palmares,AL,-9.120403154770917,-36.0144352919171
Viçosa,AL,-9.35922902107392,-36.265098523597
Amparo do São Francisco,SE,-10.165636836153109,-36.921468328332324
Aquidabã,SE,-10.26080127317529,-37.064144084458064
Aracaju,SE,-10.994173586029795,-37.09490636235426
Arauá,SE,-11.262391390155873,-37.5920456966979
Areia Branca,SE,-10.787195234471781,-37.331455200445625
Barra dos Coqueiros,SE,-10.851103474666077,-36.969397841831906
Boquim,SE,-11.120337831004777,-37.59697254642334
Brejo Grande,SE,-10.47727383535755,-36.47393271524969
Campo do Brito,SE,-10.766310937549319,-37.50066570679189
Canhoba,SE,-10.14838781157907,-37.00073676051136
Canindé de São Francisco,SE,-9.709124018280788,-37.918005561305286
Capela,SE,-10.468725165843114,-37.03634583934107
Carira,SE,-10.363732770793767,-37.71055134808716
Carmópolis,SE,-10.664600441732368,-36.96607148957606
Cedro de São João,SE,-10.266483619838187,-36.89917641061971
Cristinápolis,SE,-11.481973409665464,-37.73293013966623
Cumbe,SE,-10.348366198662994,-37.19579583597201
Divina Pastora,SE,-10.67589361193558,-37.15662243299268
Estância,SE,-11.249463550915886,-37.39794874207859
Feira Nova,SE,-10.282559040990153,-37.329725365035856
Frei Paulo,SE,-10.5224684885905,-37.58988684809011
Gararu,SE,-10.026982113003598,-37.203392368862566
General Maynard,SE,-10.693028146366641,-36.971082149838296
Gracho Cardoso,SE,-10.222559434179722,-37.2187670475043
Ilha das Flores,SE,-10.456622235904105,-36.55511448448905
Indiaroba,SE,-11.475485422561109,-37.52886774284368
Itabaiana,SE,-10.68557449701274,-37.42163235854431
Itabaianinha,SE,-11.258716913479377,-37.77918825698962
Itabi,SE,-10.105875274603601,-37.14385172035713
Itaporanga d'Ajuda,SE,-11.057633982459505,-37.31826092859638
Japaratuba,SE,-10.553227502418453,-36.90298861247112
Japoatã,SE,-10.43605758283277,-36.788689512498905
Lagarto,SE,-10.90267740702371,-37.664437599985476
Laranjeiras,SE,-10.804539815935327,-37.18616680121206
Macambira,SE,-10.660038142571857,-37.596856735751395
Malhada dos Bois,SE,-10.3292195027326,-36.94441998979766
Malhador,SE,-10.67288670511882,-37.287792119563974
Maruim,SE,-10.730401245944094,-37.10523145560885
Moita Bonita,SE,-10.593587528925696,-37.34042334544917
Monte Alegre de Sergipe,SE,-10.064475131811797,-37.61606707503108
Muribeca,SE,-10.384030079632081,-36.95902191354296
Neópolis,SE,-10.34829440239354,-36.66039857682703
Nossa Senhora Aparecida,SE,-10.358058658406888,-37.50494509155054
Nossa Senhora da Glória,SE,-10.177630890159545,-37.528374180452396
Nossa Senhora das Dores,SE,-10.466573009877983,-37.24039591630621
Nossa Senhora de Lourdes,SE,-10.076785942682584,-37.01448225719437
Nossa Senhora do Socorro,SE,-10.863835165362529,-37.14555344610825
Pacatuba,SE,-10.519123368430296,-36.64696552203367
Pedra Mole,SE,-10.624804390258532,-37.68012289667275
Pedrinhas,SE,-11.204419151499621,-37.65815257317052
Pinhão,SE,-10.563339660178263,-37.758098315005924
Pirambu,SE,-10.653884581518488,-36.80503364960827
Poço Redondo,SE,-9.850059533876763,-37.70871662961466
Poço Verde,SE,-10.800695719963455,-38.127077153557046
Porto da Folha,SE,-9.913688104851014,-37.42243324811537
Propriá,SE,-10.244915391298658,-36.80311682223372
Riachão do Dantas,SE,-11.033955293775957,-37.800458693446515
Riachuelo,SE,-10.730621010837359,-37.22528480736357
Ribeirópolis,SE,-10.503988289903461,-37.42937827410699
Rosário do Catete,SE,-10.682462666550201,-37.03545327143871
Salgado,SE,-11.062660218887745,-37.480562203894415
Santa Luzia do Itanhy,SE,-11.361793366583308,-37.505865490358666
Santana do São Francisco,SE,-10.286949525052231,-36.63670567698725
Santa Rosa de Lima,SE,-10.632039926633505,-37.236082683876155
Santo Amaro das Brotas,SE,-10.773643542991943,-36.9826019281369
São Cristóvão,SE,-10.962200588772037,-37.22043540325719
São Domingos,SE,-10.782372250672385,-37.57475821494916
São Francisco,SE,-10.335230817186096,-36.86692362898223
São Miguel do Aleixo,SE,-10.39937191827437,-37.36352422239856
Simão Dias,SE,-10.75643157639097,-37.828307158629855
Siriri,SE,-10.57491222847989,-37.1252302617152
Telha,SE,-10.193126053488468,-36.88951528264506
Tobias Barreto,SE,-11.042211399792441,-38.003168204843014
Tomar do Geru,SE,-11.369910722704784,-37.87517711908918
Umbaúba,SE,-11.399929355077667,-37.66244014606447
Abaíra,BA,-13.296552470897135,-41.74289396781198
Abaré,BA,-8.833469761777097,-39.31768462445346
Acajutiba,BA,-11.663162890120441,-38.00053169069504
Adustina,BA,-10.562245907822874,-38.03763272965054
Água Fria,BA,-11.823154172996766,-38.71046279321895
Érico Cardoso,BA,-13.400172450074647,-42.06732654286732
Aiquara,BA,-14.091808906429065,-39.88085887915648
Alagoinhas,BA,-12.113078479013355,-38.40222401198284
Alcobaça,BA,-17.46915266572076,-39.40958416247199
Almadina,BA,-14.70126088711187,-39.66409710839274
Amargosa,BA,-13.04083824663589,-39.6263246205997
Amélia Rodrigues,BA,-12.421177623952634,-38.72048502864919
América Dourada,BA,-11.406154893167164,-41.52290615364317
Anagé,BA,-14.58982262399036,-40.92768292710833
Andaraí,BA,-12.733460305471874,-41.21505816828765
Andorinha,BA,-10.280689495150053,-39.87188837300072
Angical,BA,-11.996595966872594,-44.64772886586356
Anguera,BA,-12.182964943352632,-39.19283658854779
Antas,BA,-10.407113073100737,-38.294126122718346
Antônio Cardoso,BA,-12.379778695743038,-39.14705651741481
Antônio Gonçalves,BA,-10.60150019161267,-40.362355617896576
Aporá,BA,-11.731538160494985,-38.193795201547005
Apuarema,BA,-13.820021240329437,-39.75157516551246
Aracatu,BA,-14.37115914724214,-41.37455909143723
Araçás,BA,-12.17292644571393,-38.21254560673114
Araci,BA,-11.21240353559163,-39.064483905827
Aramari,BA,-12.050700147160786,-38.52498577599556
Arataca,BA,-15.243255236464334,-39.41217525385014
Aratuípe,BA,-13.084626523957636,-39.069428936428764
Aurelino Leal,BA,-14.362124383620976,-39.47826926514772
Baianópolis,BA,-12.656878206369631,-44.44027094388091
Baixa Grande,BA,-11.964718808217098,-40.15278301108757
Banzaê,BA,-10.616456218335115,-38.65434242800207
Barra,BA,-11.029765035301445,-43.36582185559118
Barra da Estiva,BA,-13.650429161322927,-41.09814485460814
Barra do Choça,BA,-14.913017315020914,-40.58125908416882
Barra do Mendes,BA,-11.949903149996281,-42.10951719075115
Barra do Rocha,BA,-14.102445719085987,-39.58794207080464
Barreiras,BA,-12.01280092904987,-45.54255185568425
Barro Alto,BA,-11.847972343551449,-41.83679602283922
Barrocas,BA,-11.53802839581097,-39.094919192132046
Barro Preto,BA,-14.775854866319998,-39.44472621494608
Belmonte,BA,-15.93536445495996,-39.177261717426454
Belo Campo,BA,-14.998395620100592,-41.20384143082364
Biritinga,BA,-11.585280814532416,-38.79263332168294
Boa Nova,BA,-14.360178622347533,-40.22999859276917
Boa Vista do Tupim,BA,-12.770035274594054,-40.6702011965215
Bom Jesus da Lapa,BA,-13.276793923877038,-43.29335175053302
Bom Jesus da Serra,BA,-14.389869309970592,-40.577329367057494
Boninal,BA,-12.7766452838544,-41.802508571093426
Bonito,BA,-11.969227482516166,-41.32041773998579
Boquira,BA,-12.741058541972063,-42.72228961918897
Botuporã,BA,-13.326205149206846,-42.53470580638963
Brejões,BA,-13.075350920032951,-39.85078785674506
Brejolândia,BA,-12.499300924937089,-43.82476881614264
Brotas de Macaúbas,BA,-12.08917619423977,-42.44710134753223
Brumado,BA,-14.167830101853829,-41.68907708892019
Buerarema,BA,-14.99643395151172,-39.26957982819217
Buritirama,BA,-10.588000670278213,-43.66761824138388
Caatiba,BA,-14.995784365862434,-40.36410984782874
Cabaceiras do Paraguaçu,BA,-12.564266189346768,-39.192479746648004
Cachoeira,BA,-12.646676577524753,-38.88488118512378
Caculé,BA,-14.482855825267352,-42.285061130016
Caém,BA,-11.14305981452964,-40.29110802404033
Caetanos,BA,-14.31364692972299,-40.92674782536331
Caetité,BA,-13.947700881629958,-42.47661313604452
Cafarnaum,BA,-11.733792207910065,-41.50144959846901
Cairu,BA,-13.506827664700488,-38.983431077496206
Caldeirão Grande,BA,-11.039845968491338,-40.22183884253544
Camacan,BA,-15.44432085486665,-39.51868230011916
Camaçari,BA,-12.665973134970988,-38.206294503080734
Camamu,BA,-14.012527153531787,-39.16417746132346
Campo Alegre de Lourdes,BA,-9.561503544247003,-43.15891251462682
Campo Formoso,BA,-10.250887756418347,-40.72896319960254
Canápolis,BA,-13.09657228825039,-44.203563853619265
Canarana,BA,-11.752920962144449,-41.69962748485805
Canavieiras,BA,-15.65146424768398,-39.108800936931814
Candeal,BA,-11.871100358381467,-39.190752766371446
Candeias,BA,-12.678465239290684,-38.481160243189464
Candiba,BA,-14.404179817203248,-42.831736855297244
Cândido Sales,BA,-15.355012195413533,-41.269509073928745
Cansanção,BA,-10.726870426029134,-39.47275854416393
Canudos,BA,-10.00574358414261,-38.9945360670646
Capela do Alto Alegre,BA,-11.672229865976592,-39.824977264588796
Capim Grosso,BA,-11.30625812205362,-39.995903233657245
Caraíbas,BA,-14.625517205953182,-41.283696995433516
Caravelas,BA,-17.65744495407198,-39.68893085175208
Cardeal da Silva,BA,-12.043022040731147,-37.938426757850344
Carinhanha,BA,-14.020393758526902,-43.84895385524874
Casa Nova,BA,-9.240000288496029,-41.33640366008124
Castro Alves,BA,-12.731587994037225,-39.3639919296287
Catolândia,BA,-12.273419027212963,-44.69705174901322
Catu,BA,-12.330556744324848,-38.41289566174627
Caturama,BA,-13.233427354841577,-42.31941475484185
Central,BA,-11.151276588317065,-42.11242636777734
Chorrochó,BA,-9.271489879336539,-39.18908961735681
Cícero Dantas,BA,-10.506919487382786,-38.45419504976513
Cipó,BA,-11.107763818537688,-38.5230945151504
Coaraci,BA,-14.631807259093376,-39.59319601147161
Cocos,BA,-14.496274441748122,-45.21945215386599
Conceição da Feira,BA,-12.504858740180568,-38.99976144518697
Conceição do Almeida,BA,-12.859886214770158,-39.24559252500389
Conceição do Coité,BA,-11.52405524779694,-39.24980877158506
Conceição do Jacuípe,BA,-12.337189930238678,-38.74218543226546
Conde,BA,-11.827680280868648,-37.6775943246247
Condeúba,BA,-14.921400978174473,-42.05105345154573
Contendas do Sincorá,BA,-13.838276364340876,-41.09365980923902
Coração de Maria,BA,-12.210631644757644,-38.78311122530487
Cordeiros,BA,-15.040932376072277,-41.90823264742681
Coribe,BA,-13.814266671304189,-44.376289549398194
Coronel João Sá,BA,-10.28015968024322,-37.93631948137779
Correntina,BA,-13.466981758541444,-45.39564394630631
Cotegipe,BA,-11.710920746195875,-44.32801310473104
Cravolândia,BA,-13.42399327801984,-39.78446629877648
Crisópolis,BA,-11.518045776663119,-38.172580629622814
Cristópolis,BA,-12.19397697715258,-44.25883834055421
Cruz das Almas,BA,-12.683031128465508,-39.11791283505087
Curaçá,BA,-9.222088822780806,-39.65143796687062
Dário Meira,BA,-14.404952543692612,-39.98800832060345
Dias d'Ávila,BA,-12.601258111658396,-38.282393184889585
Dom Basílio,BA,-13.856282432134616,-41.712241290627546
Dom Macedo Costa,BA,-12.9123510795592,-39.17396020720599
Elísio Medrado,BA,-12.934864909851848,-39.52633546664379
Encruzilhada,BA,-15.594862377931394,-40.99989874421164
Entre Rios,BA,-12.063448178888835,-38.04832246711983
Esplanada,BA,-11.931122857982084,-37.88537520616854
Euclides da Cunha,BA,-10.46415189823808,-38.91512233661606
Eunápolis,BA,-16.298675940973496,-39.60610218686661
Fátima,BA,-10.595172656308819,-38.202109057194924
Feira da Mata,BA,-14.131697246439327,-44.23221124343758
Feira de Santana,BA,-12.193016072812139,-39.03400565565781
Filadélfia,BA,-10.723190287977582,-40.13691691488215
Firmino Alves,BA,-14.930800867501342,-39.91131252875712
Floresta Azul,BA,-14.841829769748257,-39.71747233146507
Formosa do Rio Preto,BA,-11.013717504641894,-45.74521646979487
Gandu,BA,-13.788684310334423,-39.482691426945806
Gavião,BA,-11.508873419767271,-39.757335360248575
